invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax,total,cost_of_goods_sold,gross_margin_pct,gross_income,payment,date,time,day_of_week,month,rating,discount_pct,membership_years,customer_age
INV-119623,C,Bangalore,Member,Male,Clothing,3406.18,1,170.31,3576.49,3406.18,0.05,178.82,Cash,2023-09-19,15:18,Tuesday,September,1,4.72,8,27
INV-972638,C,Bangalore,Member,Female,Home Appliances,4193.22,9,1886.95,39625.93,37738.98,0.05,1981.3,UPI,2023-06-30,17:35,Friday,June,6,5.68,4,57
INV-992297,C,Delhi,Normal,Male,Groceries,4808.51,9,2163.83,45440.42,43276.590000000004,0.05,2272.02,UPI,2023-01-31,14:41,Tuesday,January,5,22.31,14,32
INV-175418,A,Delhi,Member,Male,Cosmetics,4098.94,7,1434.63,30127.21,28692.579999999998,0.05,1506.36,Cash,2023-08-12,20:45,Saturday,August,1,16.8,7,45
INV-302053,C,Bangalore,Normal,Male,Electronics,1914.64,8,765.86,16082.98,15317.12,0.05,804.15,UPI,2023-12-31,10:47,Sunday,December,3,22.83,9,55
INV-708095,B,Mumbai,Member,Female,Groceries,4816.81,5,1204.2,25288.25,24084.050000000003,0.05,1264.41,Cash,2023-10-05,11:19,Thursday,October,4,2.04,10,31
INV-476826,C,Mumbai,Member,Female,Groceries,3866.37,1,193.32,4059.69,3866.37,0.05,202.98,UPI,2023-07-12,13:25,Wednesday,July,2,26.15,14,43
INV-632101,C,Mumbai,Normal,Female,Groceries,2257.49,3,338.62,7111.09,6772.469999999999,0.05,355.55,UPI,2023-01-07,20:10,Saturday,January,3,7.58,6,40
INV-713474,C,Mumbai,Member,Female,Cosmetics,836.74,2,83.67,1757.15,1673.48,0.05,87.86,UPI,2023-10-12,11:16,Thursday,October,9,4.91,6,43
INV-440941,A,Bangalore,Member,Female,Cosmetics,3483.73,4,696.75,14631.67,13934.92,0.05,731.58,Credit Card,2023-10-15,09:46,Sunday,October,4,19.64,10,17
INV-532430,B,Delhi,Member,Male,Groceries,4756.77,8,1902.71,39956.87,38054.16,0.05,1997.84,UPI,2023-04-02,20:20,Sunday,April,5,19.16,5,33
INV-346693,A,Mumbai,Member,Male,Electronics,1407.37,3,211.11,4433.22,4222.11,0.05,221.66,Cash,2023-09-14,17:59,Thursday,September,2,6.39,0,39
INV-185530,C,Bangalore,Member,Female,Groceries,3588.87,2,358.89,7536.63,7177.74,0.05,376.83,Cash,2023-09-28,19:15,Thursday,September,8,4.78,8,31
INV-447697,B,Mumbai,Normal,Male,Cosmetics,501.26,8,200.5,4210.58,4010.08,0.05,210.53,Cash,2023-03-20,18:45,Monday,March,4,0.54,12,58
INV-618349,A,Bangalore,Member,Female,Cosmetics,211.0,3,31.65,664.65,633.0,0.05,33.23,UPI,2023-02-15,16:29,Wednesday,February,7,3.76,11,34
INV-935700,C,Delhi,Member,Male,Cosmetics,2180.01,6,654.0,13734.06,13080.060000000001,0.05,686.7,Cash,2023-11-15,13:53,Wednesday,November,2,23.93,10,27
INV-969741,B,Bangalore,Normal,Female,Cosmetics,790.42,5,197.61,4149.71,3952.1,0.05,207.49,Credit Card,2023-10-01,21:17,Sunday,October,6,8.75,12,39
INV-932599,B,Mumbai,Member,Female,Cosmetics,4307.61,6,1292.28,27137.94,25845.659999999996,0.05,1356.9,UPI,2023-09-24,13:50,Sunday,September,9,7.26,8,60
INV-397632,C,Bangalore,Member,Male,Clothing,755.35,6,226.61,4758.71,4532.1,0.05,237.94,Cash,2023-03-27,19:19,Monday,March,8,0.29,11,47
INV-319724,B,Mumbai,Member,Male,Electronics,2612.67,1,130.63,2743.3,2612.67,0.05,137.17,Credit Card,2023-08-21,20:29,Monday,August,4,10.73,6,16
INV-109078,A,Delhi,Member,Female,Clothing,4888.46,2,488.85,10265.77,9776.92,0.05,513.29,Credit Card,2023-05-23,09:41,Tuesday,May,1,28.55,12,17
INV-749438,C,Bangalore,Member,Female,Home Appliances,4486.3,9,2018.84,42395.54,40376.700000000004,0.05,2119.78,Credit Card,2023-09-19,16:38,Tuesday,September,9,21.27,7,22
INV-854122,B,Bangalore,Member,Male,Groceries,3584.73,4,716.95,15055.87,14338.92,0.05,752.79,UPI,2023-11-14,18:06,Tuesday,November,4,16.59,5,36
INV-719369,B,Bangalore,Member,Male,Sports,2288.98,3,343.35,7210.29,6866.9400000000005,0.05,360.51,UPI,2023-05-07,16:59,Sunday,May,2,1.81,6,26
INV-694604,B,Bangalore,Member,Male,Clothing,839.75,3,125.96,2645.21,2519.25,0.05,132.26,UPI,2023-05-02,10:54,Tuesday,May,8,26.15,4,46
INV-889352,C,Delhi,Normal,Male,Clothing,2516.07,2,251.61,5283.75,5032.14,0.05,264.19,Cash,2023-07-30,13:36,Sunday,July,3,2.45,2,49
INV-619984,A,Delhi,Member,Female,Groceries,1141.78,6,342.53,7193.21,6850.68,0.05,359.66,UPI,2023-07-26,08:06,Wednesday,July,5,21.82,12,38
INV-985691,C,Delhi,Normal,Male,Sports,2156.19,4,431.24,9056.0,8624.76,0.05,452.8,Credit Card,2023-08-08,19:19,Tuesday,August,8,16.3,2,46
INV-389102,A,Mumbai,Normal,Male,Electronics,2960.89,5,740.22,15544.67,14804.449999999999,0.05,777.23,UPI,2023-12-20,11:01,Wednesday,December,2,23.79,6,56
INV-803724,A,Delhi,Normal,Female,Clothing,4961.06,6,1488.32,31254.68,29766.36,0.05,1562.73,Cash,2023-05-05,19:02,Friday,May,2,18.95,14,47
INV-297133,A,Mumbai,Normal,Male,Clothing,701.26,8,280.5,5890.58,5610.08,0.05,294.53,UPI,2023-04-10,21:22,Monday,April,2,5.43,4,52
INV-722605,B,Delhi,Normal,Female,Home Appliances,2486.78,6,746.03,15666.71,14920.68,0.05,783.34,Credit Card,2023-11-12,20:46,Sunday,November,8,17.38,3,16
INV-429793,B,Mumbai,Member,Male,Groceries,521.54,1,26.08,547.62,521.54,0.05,27.38,Cash,2023-12-11,16:27,Monday,December,3,19.7,14,15
INV-857038,A,Mumbai,Normal,Female,Sports,3878.69,8,1551.48,32581.0,31029.52,0.05,1629.05,Credit Card,2023-06-13,20:22,Tuesday,June,3,13.26,9,43
INV-965962,B,Bangalore,Normal,Female,Groceries,1718.17,9,773.18,16236.71,15463.53,0.05,811.84,UPI,2023-09-14,12:19,Thursday,September,1,7.58,5,34
INV-192324,B,Delhi,Member,Female,Home Appliances,1927.83,5,481.96,10121.11,9639.15,0.05,506.06,Cash,2023-06-24,12:11,Saturday,June,1,25.33,11,42
INV-618477,B,Delhi,Normal,Male,Home Appliances,4327.87,6,1298.36,27265.58,25967.22,0.05,1363.28,Credit Card,2023-04-18,18:19,Tuesday,April,2,3.69,4,34
INV-438404,A,Mumbai,Member,Female,Home Appliances,305.9,1,15.29,321.19,305.9,0.05,16.06,UPI,2023-04-29,10:05,Saturday,April,5,2.66,0,63
INV-859034,A,Bangalore,Member,Female,Home Appliances,2944.12,4,588.82,12365.3,11776.48,0.05,618.26,Cash,2023-06-30,09:23,Friday,June,2,9.69,12,53
INV-909343,A,Bangalore,Member,Male,Cosmetics,2300.96,2,230.1,4832.02,4601.92,0.05,241.6,Credit Card,2023-10-21,11:22,Saturday,October,4,21.14,9,22
INV-900101,B,Delhi,Normal,Female,Cosmetics,4851.06,1,242.55,5093.61,4851.06,0.05,254.68,UPI,2023-09-21,20:31,Thursday,September,5,28.9,14,48
INV-881725,B,Mumbai,Member,Female,Cosmetics,3325.08,7,1163.78,24439.34,23275.559999999998,0.05,1221.97,Cash,2023-08-06,18:09,Sunday,August,2,7.32,9,22
INV-530424,A,Delhi,Normal,Male,Groceries,4329.81,1,216.49,4546.3,4329.81,0.05,227.32,UPI,2023-03-17,18:07,Friday,March,4,20.3,2,45
INV-734457,A,Mumbai,Member,Male,Electronics,3311.48,5,827.87,17385.27,16557.4,0.05,869.26,Credit Card,2023-10-31,12:40,Tuesday,October,2,29.98,5,23
INV-742804,C,Mumbai,Normal,Female,Home Appliances,4338.87,9,1952.49,41002.32,39049.83,0.05,2050.12,Cash,2023-06-25,20:08,Sunday,June,9,3.27,1,52
INV-435441,A,Mumbai,Normal,Male,Clothing,1668.81,6,500.64,10513.5,10012.86,0.05,525.68,Cash,2023-01-19,13:33,Thursday,January,9,9.52,12,25
INV-451296,B,Delhi,Member,Male,Electronics,1909.58,6,572.87,12030.35,11457.48,0.05,601.52,Cash,2023-03-30,12:14,Thursday,March,7,16.9,2,43
INV-179973,B,Bangalore,Member,Male,Electronics,2271.03,1,113.55,2384.58,2271.03,0.05,119.23,UPI,2023-08-12,08:34,Saturday,August,3,5.05,13,24
INV-368615,C,Delhi,Member,Female,Electronics,3808.75,9,1713.94,35992.69,34278.75,0.05,1799.63,Cash,2023-01-03,12:25,Tuesday,January,2,14.38,4,43
INV-766923,A,Bangalore,Normal,Male,Clothing,1739.18,5,434.8,9130.7,8695.9,0.05,456.54,Credit Card,2023-10-31,12:14,Tuesday,October,4,18.24,6,20
INV-159182,B,Bangalore,Member,Female,Groceries,3747.03,5,936.76,19671.91,18735.15,0.05,983.6,Cash,2023-04-17,14:15,Monday,April,5,26.94,8,50
INV-540097,C,Bangalore,Normal,Female,Sports,4638.82,4,927.76,19483.04,18555.28,0.05,974.15,Credit Card,2023-10-04,20:21,Wednesday,October,4,7.7,3,60
INV-557373,A,Mumbai,Member,Male,Cosmetics,1571.09,3,235.66,4948.93,4713.2699999999995,0.05,247.45,UPI,2023-05-16,17:35,Tuesday,May,2,12.0,12,18
INV-172588,A,Delhi,Member,Female,Clothing,4124.71,7,1443.65,30316.62,28872.97,0.05,1515.83,Credit Card,2023-12-17,19:09,Sunday,December,7,8.86,0,56
INV-636437,A,Delhi,Normal,Male,Groceries,966.88,8,386.75,8121.79,7735.04,0.05,406.09,UPI,2023-02-05,11:03,Sunday,February,7,24.47,11,59
INV-240507,A,Mumbai,Normal,Male,Sports,3184.1,7,1114.44,23403.14,22288.7,0.05,1170.16,Credit Card,2023-04-28,12:21,Friday,April,9,23.81,14,24
INV-827191,B,Delhi,Member,Male,Cosmetics,915.13,9,411.81,8647.98,8236.17,0.05,432.4,UPI,2023-05-05,17:07,Friday,May,1,7.11,4,18
INV-398185,B,Bangalore,Member,Male,Clothing,1410.29,3,211.54,4442.41,4230.87,0.05,222.12,UPI,2023-04-10,19:38,Monday,April,9,2.87,3,24
INV-611083,C,Mumbai,Member,Female,Clothing,2286.25,2,228.62,4801.12,4572.5,0.05,240.06,Credit Card,2023-03-10,08:34,Friday,March,2,14.19,4,31
INV-664678,B,Delhi,Member,Female,Electronics,933.31,5,233.33,4899.88,4666.549999999999,0.05,244.99,Cash,2023-05-23,10:27,Tuesday,May,9,11.73,12,39
INV-194018,B,Bangalore,Normal,Female,Cosmetics,4939.54,3,740.93,15559.55,14818.619999999999,0.05,777.98,UPI,2023-09-20,12:17,Wednesday,September,6,13.37,8,63
INV-924899,A,Delhi,Member,Male,Sports,128.31,8,51.32,1077.8,1026.48,0.05,53.89,Cash,2023-07-07,21:18,Friday,July,6,17.35,6,59
INV-378600,A,Delhi,Member,Female,Electronics,443.13,8,177.25,3722.29,3545.04,0.05,186.11,Credit Card,2023-08-17,08:35,Thursday,August,8,11.01,5,55
INV-372900,A,Mumbai,Member,Female,Clothing,3104.92,1,155.25,3260.17,3104.92,0.05,163.01,UPI,2023-11-12,09:59,Sunday,November,5,8.13,7,64
INV-351051,C,Delhi,Normal,Female,Home Appliances,3416.65,3,512.5,10762.45,10249.95,0.05,538.12,UPI,2023-12-08,13:01,Friday,December,2,10.89,2,48
INV-719961,C,Mumbai,Member,Male,Cosmetics,2259.44,4,451.89,9489.65,9037.76,0.05,474.48,UPI,2023-09-21,13:43,Thursday,September,4,28.85,12,45
INV-854296,A,Bangalore,Normal,Male,Sports,3786.45,7,1325.26,27830.41,26505.149999999998,0.05,1391.52,UPI,2023-07-27,17:29,Thursday,July,7,22.68,0,30
INV-959414,A,Bangalore,Normal,Female,Electronics,3341.31,4,668.26,14033.5,13365.24,0.05,701.68,Cash,2023-01-03,21:44,Tuesday,January,3,4.57,4,34
INV-768755,A,Mumbai,Normal,Male,Groceries,4638.65,1,231.93,4870.58,4638.65,0.05,243.53,Credit Card,2023-05-01,21:20,Monday,May,6,7.71,7,53
INV-634003,C,Mumbai,Normal,Female,Clothing,4330.2,5,1082.55,22733.55,21651.0,0.05,1136.68,UPI,2023-09-29,19:37,Friday,September,2,1.89,3,47
INV-917114,B,Mumbai,Normal,Female,Clothing,1175.42,2,117.54,2468.38,2350.84,0.05,123.42,Credit Card,2023-12-27,12:01,Wednesday,December,9,16.61,10,17
INV-333782,B,Bangalore,Normal,Female,Cosmetics,2015.06,7,705.27,14810.69,14105.42,0.05,740.53,Cash,2023-06-03,11:17,Saturday,June,6,27.58,10,29
INV-852878,C,Bangalore,Member,Male,Clothing,4961.18,5,1240.3,26046.2,24805.9,0.05,1302.31,Credit Card,2023-09-01,17:11,Friday,September,1,3.49,1,59
INV-807650,C,Delhi,Normal,Female,Cosmetics,1934.09,8,773.64,16246.36,15472.72,0.05,812.32,Credit Card,2023-06-07,21:05,Wednesday,June,7,9.14,8,29
INV-754801,A,Mumbai,Normal,Female,Sports,2044.75,2,204.48,4293.98,4089.5,0.05,214.7,Cash,2023-12-13,09:34,Wednesday,December,4,17.19,9,39
INV-105901,A,Bangalore,Member,Male,Clothing,2897.06,6,869.12,18251.48,17382.36,0.05,912.57,Cash,2023-10-16,11:30,Monday,October,1,18.19,5,60
INV-872577,B,Bangalore,Normal,Male,Groceries,915.45,3,137.32,2883.67,2746.3500000000004,0.05,144.18,UPI,2023-01-25,20:52,Wednesday,January,8,14.35,3,39
INV-659550,C,Delhi,Normal,Female,Electronics,1201.13,4,240.23,5044.75,4804.52,0.05,252.24,Cash,2023-05-26,20:59,Friday,May,6,0.01,10,16
INV-667201,B,Delhi,Normal,Female,Sports,3268.5,3,490.28,10295.78,9805.5,0.05,514.79,Cash,2023-10-14,10:04,Saturday,October,9,1.74,10,64
INV-816948,C,Delhi,Member,Male,Home Appliances,336.01,8,134.4,2822.48,2688.08,0.05,141.12,Cash,2023-03-24,16:34,Friday,March,9,23.48,13,21
INV-679111,A,Delhi,Member,Male,Cosmetics,3476.2,1,173.81,3650.01,3476.2,0.05,182.5,UPI,2023-09-17,11:38,Sunday,September,1,6.98,11,43
INV-656659,B,Bangalore,Normal,Female,Home Appliances,3138.28,6,941.48,19771.16,18829.68,0.05,988.56,Credit Card,2023-08-19,09:36,Saturday,August,3,11.03,11,36
INV-694305,C,Bangalore,Normal,Male,Electronics,4146.31,5,1036.58,21768.13,20731.550000000003,0.05,1088.41,Credit Card,2023-03-27,12:54,Monday,March,5,0.58,14,35
INV-421497,C,Mumbai,Normal,Female,Clothing,3813.43,8,1525.37,32032.81,30507.44,0.05,1601.64,Cash,2023-03-06,20:20,Monday,March,2,18.88,4,32
INV-610259,A,Bangalore,Member,Female,Sports,369.85,4,73.97,1553.37,1479.4,0.05,77.67,Cash,2023-07-07,18:20,Friday,July,7,4.48,13,18
INV-390524,A,Delhi,Member,Female,Groceries,4330.07,2,433.01,9093.15,8660.14,0.05,454.66,UPI,2023-08-20,10:40,Sunday,August,4,25.79,9,35
INV-976968,A,Mumbai,Normal,Male,Home Appliances,4783.3,1,239.17,5022.47,4783.3,0.05,251.12,UPI,2023-04-15,08:55,Saturday,April,1,24.27,12,47
INV-489878,C,Mumbai,Normal,Male,Electronics,4212.31,8,1684.92,35383.4,33698.48,0.05,1769.17,UPI,2023-10-04,19:10,Wednesday,October,2,11.59,5,22
INV-196722,B,Bangalore,Normal,Female,Electronics,1173.48,1,58.67,1232.15,1173.48,0.05,61.61,Cash,2023-12-09,15:44,Saturday,December,5,22.12,0,37
INV-369932,A,Mumbai,Normal,Female,Groceries,3417.13,8,1366.85,28703.89,27337.04,0.05,1435.19,Cash,2023-03-28,18:00,Tuesday,March,3,2.14,7,31
INV-739341,C,Bangalore,Member,Male,Home Appliances,4784.68,5,1196.17,25119.57,23923.4,0.05,1255.98,Cash,2023-08-20,17:30,Sunday,August,4,10.49,14,33
INV-569511,A,Mumbai,Member,Female,Cosmetics,3323.78,3,498.57,10469.91,9971.34,0.05,523.5,UPI,2023-09-18,12:29,Monday,September,6,2.48,11,31
INV-619089,C,Mumbai,Normal,Male,Groceries,1512.45,8,604.98,12704.58,12099.6,0.05,635.23,Credit Card,2023-11-25,09:14,Saturday,November,3,3.64,13,18
INV-972637,A,Bangalore,Member,Male,Clothing,3884.44,9,1748.0,36707.96,34959.96,0.05,1835.4,Credit Card,2023-08-05,17:54,Saturday,August,2,9.67,3,26
INV-212990,C,Bangalore,Normal,Female,Electronics,2397.96,2,239.8,5035.72,4795.92,0.05,251.79,Cash,2023-09-26,12:31,Tuesday,September,2,3.84,14,31
INV-285165,B,Delhi,Member,Male,Groceries,4644.01,7,1625.4,34133.47,32508.07,0.05,1706.67,UPI,2023-06-02,15:58,Friday,June,9,4.91,3,44
INV-177794,A,Bangalore,Normal,Female,Electronics,4645.17,3,696.78,14632.29,13935.51,0.05,731.61,Cash,2023-06-23,08:55,Friday,June,7,26.38,11,55
INV-722893,B,Delhi,Member,Female,Electronics,2742.88,5,685.72,14400.12,13714.400000000001,0.05,720.01,Credit Card,2023-05-29,21:07,Monday,May,8,16.73,6,58
INV-667829,A,Bangalore,Member,Female,Clothing,316.6,6,94.98,1994.58,1899.6000000000001,0.05,99.73,Credit Card,2023-05-30,18:24,Tuesday,May,2,3.24,4,29
INV-644855,B,Delhi,Normal,Female,Cosmetics,504.76,2,50.48,1060.0,1009.52,0.05,53.0,Cash,2023-04-05,10:22,Wednesday,April,6,16.27,12,47
INV-129725,C,Bangalore,Normal,Male,Groceries,2566.38,6,769.91,16168.19,15398.28,0.05,808.41,Credit Card,2023-01-19,14:28,Thursday,January,7,17.32,8,51
INV-542882,C,Bangalore,Member,Male,Groceries,842.35,8,336.94,7075.74,6738.8,0.05,353.79,Credit Card,2023-05-09,19:04,Tuesday,May,1,8.34,2,46
INV-180102,C,Mumbai,Normal,Female,Electronics,4405.09,2,440.51,9250.69,8810.18,0.05,462.53,Cash,2023-01-10,12:45,Tuesday,January,2,10.66,12,23
INV-766165,A,Mumbai,Member,Male,Groceries,2793.42,6,838.03,17598.55,16760.52,0.05,879.93,Credit Card,2023-08-22,17:57,Tuesday,August,1,0.33,8,48
INV-891542,B,Delhi,Normal,Female,Groceries,3805.45,4,761.09,15982.89,15221.8,0.05,799.14,UPI,2023-03-16,10:30,Thursday,March,6,26.3,4,18
INV-821909,B,Bangalore,Normal,Male,Cosmetics,1957.61,4,391.52,8221.96,7830.44,0.05,411.1,Cash,2023-01-20,17:23,Friday,January,3,4.13,5,35
INV-204195,A,Delhi,Member,Male,Groceries,59.31,7,20.76,435.93,415.17,0.05,21.8,UPI,2023-07-21,13:45,Friday,July,9,11.63,0,21
INV-516441,C,Delhi,Normal,Female,Sports,2430.82,3,364.62,7657.08,7292.460000000001,0.05,382.85,UPI,2023-08-04,12:15,Friday,August,7,21.09,7,38
INV-471602,B,Mumbai,Member,Female,Electronics,3398.52,2,339.85,7136.89,6797.04,0.05,356.84,Cash,2023-06-08,19:59,Thursday,June,1,19.09,2,36
INV-157775,A,Delhi,Normal,Female,Groceries,3492.31,6,1047.69,22001.55,20953.86,0.05,1100.08,UPI,2023-04-27,11:18,Thursday,April,4,3.67,0,47
INV-389530,A,Delhi,Member,Male,Cosmetics,488.57,4,97.71,2051.99,1954.28,0.05,102.6,Cash,2023-04-23,18:27,Sunday,April,9,27.99,12,47
INV-785614,C,Delhi,Member,Female,Home Appliances,2135.18,4,427.04,8967.76,8540.72,0.05,448.39,UPI,2023-05-28,18:14,Sunday,May,7,17.16,4,24
INV-622220,C,Delhi,Normal,Female,Electronics,1705.83,1,85.29,1791.12,1705.83,0.05,89.56,Credit Card,2023-12-16,21:53,Saturday,December,6,15.54,12,33
INV-929395,C,Delhi,Member,Male,Groceries,1333.52,3,200.03,4200.59,4000.56,0.05,210.03,Credit Card,2023-03-10,20:36,Friday,March,1,13.06,4,50
INV-629393,C,Delhi,Member,Female,Sports,710.73,4,142.15,2985.07,2842.92,0.05,149.25,UPI,2023-05-06,14:38,Saturday,May,3,13.11,8,50
INV-530267,A,Delhi,Normal,Female,Electronics,3839.29,6,1151.79,24187.53,23035.739999999998,0.05,1209.38,Credit Card,2023-06-23,19:43,Friday,June,9,22.54,7,39
INV-764917,B,Bangalore,Normal,Female,Home Appliances,4785.24,8,1914.1,40196.02,38281.92,0.05,2009.8,Cash,2023-12-30,17:29,Saturday,December,7,7.41,11,28
INV-411877,A,Bangalore,Normal,Male,Cosmetics,1285.25,6,385.58,8097.08,7711.5,0.05,404.85,UPI,2023-04-16,16:12,Sunday,April,9,14.63,7,57
INV-988736,C,Bangalore,Member,Female,Sports,360.13,9,162.06,3403.23,3241.17,0.05,170.16,Credit Card,2023-01-21,11:49,Saturday,January,7,2.59,14,32
INV-150601,C,Bangalore,Normal,Female,Groceries,3675.62,4,735.12,15437.6,14702.48,0.05,771.88,Credit Card,2023-05-23,14:20,Tuesday,May,8,7.8,8,51
INV-527737,B,Bangalore,Normal,Female,Groceries,4907.42,2,490.74,10305.58,9814.84,0.05,515.28,UPI,2023-03-10,10:22,Friday,March,5,16.96,2,39
INV-191006,C,Delhi,Normal,Male,Cosmetics,4737.83,9,2132.02,44772.49,42640.47,0.05,2238.62,Credit Card,2023-06-10,09:52,Saturday,June,9,25.52,6,47
INV-277832,A,Delhi,Normal,Male,Groceries,2640.79,2,264.08,5545.66,5281.58,0.05,277.28,Cash,2023-01-28,17:42,Saturday,January,7,21.24,0,48
INV-113140,C,Delhi,Normal,Female,Sports,454.54,6,136.36,2863.6,2727.2400000000002,0.05,143.18,Credit Card,2023-04-08,08:09,Saturday,April,5,28.37,8,16
INV-358635,C,Bangalore,Normal,Female,Home Appliances,532.93,3,79.94,1678.73,1598.79,0.05,83.94,Cash,2023-05-05,14:21,Friday,May,8,23.61,5,24
INV-426022,A,Bangalore,Member,Female,Cosmetics,4891.41,3,733.71,15407.94,14674.23,0.05,770.4,Cash,2023-11-15,08:31,Wednesday,November,5,4.94,14,18
INV-720756,C,Delhi,Normal,Male,Home Appliances,3795.92,6,1138.78,23914.3,22775.52,0.05,1195.71,Credit Card,2023-05-23,15:39,Tuesday,May,6,4.85,13,41
INV-612880,C,Bangalore,Normal,Female,Home Appliances,4735.86,8,1894.34,39781.22,37886.88,0.05,1989.06,Credit Card,2023-02-27,19:25,Monday,February,2,1.96,13,17
INV-121253,A,Mumbai,Member,Female,Groceries,4550.64,1,227.53,4778.17,4550.64,0.05,238.91,UPI,2023-02-11,11:34,Saturday,February,7,19.7,8,64
INV-958379,A,Mumbai,Member,Male,Clothing,512.37,5,128.09,2689.94,2561.85,0.05,134.5,UPI,2023-11-03,18:55,Friday,November,8,8.61,11,55
INV-271918,A,Mumbai,Normal,Male,Home Appliances,2909.09,5,727.27,15272.72,14545.45,0.05,763.64,Cash,2023-03-13,14:08,Monday,March,8,15.61,11,34
INV-690082,A,Bangalore,Member,Female,Electronics,2811.21,2,281.12,5903.54,5622.42,0.05,295.18,Cash,2023-09-20,10:44,Wednesday,September,2,5.07,5,47
INV-379215,A,Bangalore,Member,Female,Home Appliances,3010.66,7,1053.73,22128.35,21074.62,0.05,1106.42,UPI,2023-01-08,12:31,Sunday,January,5,13.21,5,60
INV-472598,C,Mumbai,Normal,Female,Clothing,463.15,9,208.42,4376.77,4168.349999999999,0.05,218.84,Credit Card,2023-01-12,18:45,Thursday,January,1,12.53,6,35
INV-298137,B,Delhi,Normal,Male,Sports,3639.67,2,363.97,7643.31,7279.34,0.05,382.17,Credit Card,2023-09-17,19:37,Sunday,September,7,3.89,4,39
INV-255289,B,Mumbai,Normal,Female,Groceries,510.5,4,102.1,2144.1,2042.0,0.05,107.2,Credit Card,2023-10-08,11:33,Sunday,October,5,29.2,11,43
INV-706123,A,Bangalore,Member,Male,Electronics,1517.62,6,455.29,9561.01,9105.72,0.05,478.05,UPI,2023-05-14,10:59,Sunday,May,9,14.14,14,58
INV-633634,A,Mumbai,Normal,Female,Electronics,2323.36,5,580.84,12197.64,11616.800000000001,0.05,609.88,Cash,2023-08-04,09:21,Friday,August,5,3.39,9,47
INV-768590,B,Mumbai,Member,Female,Clothing,1237.38,4,247.48,5197.0,4949.52,0.05,259.85,UPI,2023-02-03,16:50,Friday,February,2,22.46,8,37
INV-511274,B,Bangalore,Normal,Female,Sports,3123.6,6,937.08,19678.68,18741.6,0.05,983.93,UPI,2023-09-30,12:43,Saturday,September,3,0.93,12,30
INV-429638,A,Delhi,Normal,Male,Clothing,576.4,3,86.46,1815.66,1729.1999999999998,0.05,90.78,Credit Card,2023-09-05,19:46,Tuesday,September,6,25.67,11,15
INV-854105,B,Bangalore,Normal,Female,Clothing,4193.35,7,1467.67,30821.12,29353.450000000004,0.05,1541.06,Credit Card,2023-05-08,10:03,Monday,May,9,6.47,14,35
INV-286339,B,Bangalore,Normal,Male,Home Appliances,214.29,5,53.57,1125.02,1071.45,0.05,56.25,Credit Card,2023-10-29,11:13,Sunday,October,1,22.98,2,27
INV-909178,A,Delhi,Normal,Male,Home Appliances,4499.29,3,674.89,14172.76,13497.869999999999,0.05,708.64,UPI,2023-08-13,13:58,Sunday,August,7,5.07,1,60
INV-802098,A,Bangalore,Normal,Female,Cosmetics,2328.77,4,465.75,9780.83,9315.08,0.05,489.04,Cash,2023-11-24,21:34,Friday,November,4,0.54,7,38
INV-824984,A,Delhi,Member,Male,Electronics,184.52,6,55.36,1162.48,1107.1200000000001,0.05,58.12,Cash,2023-08-03,13:47,Thursday,August,3,29.18,2,56
INV-565982,B,Mumbai,Member,Female,Cosmetics,3511.61,4,702.32,14748.76,14046.44,0.05,737.44,Credit Card,2023-06-22,14:13,Thursday,June,9,9.14,6,33
INV-667760,A,Bangalore,Normal,Male,Home Appliances,4370.13,8,1748.05,36709.09,34961.04,0.05,1835.45,Credit Card,2023-11-13,11:39,Monday,November,9,0.37,7,39
INV-192493,B,Delhi,Normal,Male,Electronics,4131.45,5,1032.86,21690.11,20657.25,0.05,1084.51,Credit Card,2023-08-15,16:58,Tuesday,August,9,1.44,3,42
INV-163095,B,Delhi,Member,Male,Cosmetics,4268.71,9,1920.92,40339.31,38418.39,0.05,2016.97,Credit Card,2023-05-05,21:21,Friday,May,7,15.94,13,63
INV-560244,C,Mumbai,Normal,Male,Groceries,1462.19,3,219.33,4605.9,4386.57,0.05,230.29,UPI,2023-09-24,21:49,Sunday,September,5,1.91,3,51
INV-146403,B,Delhi,Member,Male,Home Appliances,3014.94,1,150.75,3165.69,3014.94,0.05,158.28,Cash,2023-07-20,20:08,Thursday,July,3,24.88,7,46
INV-433997,B,Delhi,Member,Female,Sports,2880.27,7,1008.09,21169.98,20161.89,0.05,1058.5,Cash,2023-11-28,13:11,Tuesday,November,9,10.22,3,43
INV-964434,B,Bangalore,Normal,Female,Home Appliances,894.38,5,223.59,4695.49,4471.9,0.05,234.77,Credit Card,2023-11-03,13:19,Friday,November,4,20.29,11,42
INV-462455,C,Mumbai,Member,Female,Home Appliances,1209.21,3,181.38,3809.01,3627.63,0.05,190.45,Cash,2023-12-08,19:01,Friday,December,2,14.19,8,15
INV-257584,A,Delhi,Normal,Male,Cosmetics,1381.35,6,414.4,8702.5,8288.099999999999,0.05,435.12,UPI,2023-09-19,13:24,Tuesday,September,6,1.37,7,33
INV-981506,B,Delhi,Member,Male,Groceries,1420.23,1,71.01,1491.24,1420.23,0.05,74.56,Credit Card,2023-04-03,20:48,Monday,April,8,14.09,12,34
